package_id,package_type,shift,carrier,route_distance_km,packages_in_route,weather_risk,days_in_fc,double_scan,locker_issue,damaged_on_arrival,cr_number_missing
PackageID_749a6f6a-10b8-43cf-9ae3-77e552effb40,standard,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_7e3b91a9-ea8c-44ac-a74f-adc92b6efb3e,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_8b09d59c-36cf-464d-ba18-1ea24cd47989,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_42674c3f-a0da-4045-a301-07fd67ed7586,standard,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_4b406ed6-f9a2-4992-9508-f26345de824f,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,0
PackageID_706e7d17-a637-4b1c-b4e1-e974398a99d8,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_491e8a78-2c56-4ce1-aa88-90a341069c62,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_4f66ed07-746e-4ed7-8b83-ea7ddca85745,high_value,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_275ce84e-6c95-46cc-b466-d9c464fb1dfb,standard,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_ffffaaac-5f0e-4123-8c60-09302ac1d8f2,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_21455171-1a6f-4060-9d04-60891d3aee51,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_53280926-5d0c-4ddf-831d-eff2601a77e3,standard,morning,carrier_D,30.45,245,low,0,0,0,0,0
PackageID_8d5a425e-4eb5-4f02-9f02-cede71afb718,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_4ed082ad-b081-4a3d-b5f7-e004aadd9454,standard,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_488eadb2-7d29-4cd4-b7a5-93edfbf3d941,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_04f4bdb0-b542-4f67-a04f-ec34ddefe6b1,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_1aa3abf6-8401-41b7-91dd-e218d36ff568,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_c8e81317-0c21-4469-8fdb-031969b2be16,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_2cc5b394-1a18-4577-bf90-ea123fb78a65,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_4e78c27d-92e0-4845-8b57-b425ae465b7f,standard,morning,carrier_D,30.45,245,low,0,0,0,0,0
PackageID_567fad09-4801-425b-8e60-9b8a9743637e,high_value,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_de2b05b8-2186-47b2-b0f1-640cd01b65c8,standard,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_2577b213-7ddd-4cdb-8ca4-98d66fccf273,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_b0af4bdf-5455-4e98-afe8-2e9f35e6b718,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,0
PackageID_c28cde1f-6210-4884-b33c-be89aa00c45c,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_5ff7e963-3189-44f4-b175-3b569e704cd7,high_value,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_9b9a7472-741f-44db-91e8-6c001946fad1,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_66a153aa-dc9e-4201-bda1-d368ed667f6d,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_a85c9eaa-00f0-4f7e-974e-fc1a96ffcea2,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_17b804aa-b7c6-4dad-aff8-41ae8a0c5a26,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_0e1bb890-e00b-4119-a502-64a07bbae058,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_a86135d0-7942-483a-9280-c3d82396c0c6,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_188dc1c6-9ca3-47cb-ab2f-d12d093d7167,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_1a590eeb-5727-46ef-81fc-4a05267936fc,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_2eb810b0-3e35-4765-81e3-00482e283e59,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_97ec91aa-4064-49c7-8549-9f9a56a3932e,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_a8978bfa-de52-4699-bf47-982e437f2f0e,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_3ab30cc6-2771-464b-b551-e0941a6d83ad,standard,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_39b68332-c9f8-490c-8a8a-e4794c47fe03,standard,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_c915e4ae-2174-462b-8d79-8acba4e97a3d,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_1f835004-54fa-45fa-a6a1-ca2c4b2dbbdb,standard,afternoon,carrier_D,52.43,276,low,0,0,0,1,1
PackageID_d87e5e41-4cbf-47e1-b8ab-a4d3cee8c6eb,standard,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_a563af55-1b7b-495b-9ae5-dd3e47d956fa,standard,morning,carrier_D,30.45,245,low,0,0,0,0,0
PackageID_bd836e34-68c1-4666-8729-fb2456fc0050,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_a5f1de04-5968-4cf6-bab4-067942af1307,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_0f011879-b1c9-4e0b-be08-ed5d16ba729b,standard,afternoon,carrier_A,25.93,211,low,0,0,0,1,0
PackageID_200dc5e9-e26c-46a4-8738-aa5494d9176f,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_0875825b-cbb7-4329-8743-d32b60384195,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_0296bf6d-7078-49a3-961c-1e264985ac12,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_ffebcc15-0b46-48cb-b86b-3e72ba20573b,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_d819546a-e11d-408d-8da8-e1bb23682c41,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_fcc30c23-42c8-441a-bd79-3be2bb48f637,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_2e9da0f9-f7de-4430-b223-15f6271b5abe,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_46a50848-4caa-433e-98d6-f74001ddf5a1,high_value,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_bb4e92b2-7b80-4933-9f1b-84d302e7d9fb,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_d69e6715-7727-40c5-bd20-9b845d17ee37,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_c52553c8-ac25-4c5e-aaab-7a7490c52624,high_value,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_5ebeacf6-6e8a-48fa-9c19-639b7c92fadc,high_value,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_42593321-98ae-4f29-a70d-6087f1e68a86,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_8b0d9038-9dbb-49ca-9787-6aac79e91440,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_838b88bc-32ad-4712-9c62-f60c0786b933,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_07e163c6-b5bc-4cc8-920c-722956cb4c92,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_48d39380-63bc-4df4-bfe7-faa3a16e6a9d,standard,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_a452d13d-5cee-4b65-91c9-e5e770faf98e,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_97402c99-592f-4cd6-99a0-ac1269e8913e,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_126110c7-8470-4f2d-bd78-78d937d360f2,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_96aaee15-31c8-4329-be8f-e1f7d4882d71,standard,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_66dffd90-5ed1-467a-bb08-29a6a75b137d,high_value,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_637e4f32-9029-46b7-aa3c-0218905844b3,high_value,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_07c8e196-3933-42e6-87b8-f52cd54b6d21,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_1a415c27-dc72-4c16-b51c-08ccdf013361,high_value,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_179663bc-5f7c-41ab-acc4-481365e49856,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_0a82dfc2-5a4f-482c-b436-b777c3afbba6,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_381f6fbc-4ece-4fd8-a231-cd6adee9f087,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_7551065c-766d-4594-8c4a-ac42c704968c,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_ae9573c4-ad0e-4448-80cd-75cb9557e723,standard,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_d49f547f-6167-46d3-ac21-27716aa8bcf7,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,0
PackageID_99c03948-95df-4b62-8210-a71ece3878a5,standard,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_a1341361-02ec-4e2a-8908-f1303928b225,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_3d3997fb-fcc0-4ed5-aa6f-db3c4fd568e5,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_fcd083cc-5469-4baa-8411-569bfad15378,standard,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_7b5ae5ae-4cdb-4ce9-b500-c29a4512fb1a,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_2504e3ee-10cf-485d-91e7-82ab347421de,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_3493ae19-c7d0-4953-949e-51fa0e7f5152,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_41c5a224-633b-40cd-bfe8-ea21c1fb6790,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_7833b7bc-beab-4b77-8b4f-d656e4cf8c9d,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_9afadf64-fe79-44f0-b16f-846a6e937390,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_057e8e82-0930-4599-9af4-6cc1efe779c6,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_10bbeb6c-6828-4111-a5dd-04c902f647b1,standard,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_3dfd07aa-fe4c-4c29-8e3c-cbe64b906447,high_value,afternoon,carrier_A,33.57,276,low,0,0,0,0,0
PackageID_17e7e020-7b0a-4369-a7f2-1480c55684dd,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_07e55570-ad12-4ac3-a65f-f77df3a943d9,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,0
PackageID_dccac80c-2c10-414f-8fba-c10b0df99a02,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_5b175077-358e-429b-87b5-4ad658f1d197,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_ca9e1e3b-6fb6-49a9-aa08-e900fab6b4cf,standard,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_91c44562-3d05-4d66-9165-012a38512271,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_ad46b324-7d6b-456d-9d87-c71fd10942fc,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_310f8921-43b7-41ab-8c89-a2de7f101ace,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_8e8aa221-28b4-43a5-9d0d-5c39e07c98eb,standard,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_bb628ac3-acf4-4bb9-8741-5c59272a64ee,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_ac74ff0f-5d8b-4edb-bfb5-3c6c97da98f7,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_dfad8e11-b131-41d0-a341-cd3824516bbf,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_302fdaf0-bbdf-45c6-a7b4-63ad0e953f02,high_value,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_fd2b4af4-f2f1-4bcc-8e7d-e05f48833243,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_6eb5f4bd-56d7-47ed-906a-9d7a11f4fd9b,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_e5c5d43b-f116-42f1-8a8b-a9fa9f91837c,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_36a208ea-455e-4665-bb04-03cf9b0a40dc,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_aedff8b8-9437-4c02-b25e-64a3e0d550b9,high_value,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_f38c8c06-160a-44d2-af4e-cb16bf3fe1ed,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_1fc5f925-21b7-4988-ae8d-b38d70af4ebb,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,0
PackageID_1202aae9-06fa-442e-9764-fafe807f3817,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_d6ecdfc9-da4b-4fdc-aae8-cadf232e4265,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_a375385b-ee2a-40de-8dfc-10e67529ee4e,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_a481f59b-982c-40e3-a50d-17f20bb885dc,standard,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_78d0e3f9-8ffb-479a-91e2-f402bd8e7512,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_9ea63455-19b8-4b98-8254-f1b84457da66,high_value,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_9be4c629-1e20-4985-bdb3-e13fd5c5390c,high_value,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_3b14a9b5-ff1b-4442-bc90-ee3e39cba852,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_f66eaf3b-9b21-4886-beb2-9aa0398cfac7,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_9fe2f611-f6fe-4eaa-8bb9-70d2a459a81e,high_value,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_1a452d67-fe16-4f3a-92a7-1b408b4117df,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_ff3cc763-b01b-4248-b277-69a3d1b1ea19,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_892fe0bd-1254-4cbc-b26d-b3b8d844f6e5,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_e4bfd69e-6b4a-4606-be10-bf1fda647254,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_20e97a06-47a0-48bb-a537-a3a0ca94b2fe,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_760064f0-2c74-491c-bb72-e986452c40ff,high_value,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_1e71aa55-944c-49ba-b310-c884421b0f36,high_value,morning,carrier_B,80.6,196,low,0,0,0,0,0
PackageID_742382ef-1500-4f4c-880e-19567e3681ce,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_6e57a5dd-fcf6-40b2-95e5-ee64d5b3844e,standard,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_5fce83fa-b453-4c3b-9ed8-0a74759f8e60,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,0
PackageID_5dbc9bf8-58a4-4e4d-bd1c-c8be3d7f34e3,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_607b4418-f830-4021-a2e0-3274d8410202,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_94e7f5ce-d829-4338-b65a-50f2432619e3,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_d6eedb87-cb21-407f-bb6a-8858ce819a4c,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_c23ddc72-c7b8-42a5-909a-4e18f11ea8e5,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_0f21ecd7-a584-4e35-bdf1-6a10cd2923d3,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_f2d6e17e-3a87-496a-9c66-52154dece186,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_5dde222a-f619-462d-9155-8633edf39c00,standard,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_4e71739f-f0ca-4712-916c-3e316ec462e1,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_3daa49c8-92f7-45d9-a6bd-62d62ecad593,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_681f3774-f47e-417c-aa63-550a6f0bc940,standard,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_5c3cf75d-4027-4049-9d9e-6474e9bfaaa8,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_7cf4ea6f-2bf7-492c-9d8c-d20bdfc83b59,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_3f327b11-0b99-46ba-b53e-7cad2fab75c3,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_e77b1162-1122-4469-ab34-0677dd981d69,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_4a333703-dd27-4109-86cb-864ac828a0d3,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_a319133d-cda5-47ca-9628-224d84d587e8,standard,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_514d4b1a-0ca6-49a9-9e75-f899010a0b80,standard,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_f9f0e266-c97c-481b-9ed7-3c01735af1f7,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_f9f11e2a-6106-4ba0-9b0a-c9a01e7e420e,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_5533d2b3-f10b-45a5-86f2-180235e68d5f,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_980e8af7-d716-4338-a99a-2899a83dbbcb,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_65dd0e06-286c-4473-8b55-edc64e09ef95,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_851fb344-0f58-4892-8c0a-f8b295605bb5,high_value,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_95c9479d-8487-43cd-91ba-cb4da3ba3bb2,high_value,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_88f9153d-a69e-4b1b-8b45-9de787e00cbf,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_1ce34d12-643e-43dc-aaf3-95c120036bd1,standard,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_2b908e54-2033-4c61-987c-8a499279ebab,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_9ac2358d-ffc4-4c63-a33b-4440b5f38a9a,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_82d27748-eb96-4897-8c99-c7c4fef8fab5,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_298ceaa9-6d19-48e4-84b3-2cb5ae509312,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_1058184b-36fa-4b20-be6b-c0e19527c5ff,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_afe251c5-9701-47e7-be82-4f5b35c48d42,high_value,afternoon,carrier_A,25.93,211,low,0,0,0,0,0
PackageID_c7126f38-cca0-4ce8-92dc-39fc31ac7317,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,0
PackageID_d1517ed5-87ca-4b71-873f-522bd06aee95,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_0068ae86-fa08-4032-b8fa-a9d2cb7cd282,high_value,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_d041efab-76b1-4047-a587-52a1c4714de4,high_value,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_6d455fbb-a3a3-46b9-80ed-04c6a841821c,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_6bdd65d9-0b1b-4dd4-9638-3fec34dcefe9,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_804301ba-270a-4948-a3dd-82f6ece249c7,high_value,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_f45fc3f7-a48a-4b74-9093-b6a0d45abee1,standard,afternoon,carrier_A,33.57,276,low,0,0,0,0,1
PackageID_7494fdcb-4a76-4340-9480-1b1c9f5edc24,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_a9d5954e-0dcb-4a3b-9e47-fd8023224cb4,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_b174735b-835c-4c60-8bb6-e3d3906cfc25,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_bbcf2045-1618-41b8-a392-f6566b569b8e,standard,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_8042fcb2-f75a-40c6-870f-1240342bc435,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_4741947e-3cba-4335-aa80-4b16a9038353,high_value,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_ebdb7013-659e-4720-a39d-fc12f16f0aa2,standard,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_86f69563-373b-46e8-ae77-3603edf9962a,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_acf4003b-3c86-4585-b056-ffc40afb9f48,high_value,afternoon,carrier_D,52.43,276,low,0,0,0,0,1
PackageID_4fbe9c31-5bd0-4c6e-a06d-237a6bb91939,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_10c01753-4bd6-490f-83c2-04ab7a4c92fe,high_value,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_edeec9fa-c3d1-485b-a306-d55a0ac205e7,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_18d3d78f-9bb5-41d1-947a-aa73d1e24da5,standard,afternoon,carrier_A,48.5,219,low,0,0,0,0,0
PackageID_db425ec0-bf36-4074-84e7-a778339ec47b,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_19375c36-1904-4f79-99e7-4ae3ee6078b3,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_91b9986d-fac2-4cad-85c3-0ff849009f4e,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_739818ab-1ccd-4fcb-89a3-681bab90df80,standard,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_1343e289-b589-4ecb-8f5b-963f88d193f7,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,0
PackageID_667f1a6a-b6dd-48f5-8819-926c563e0ab4,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_0e17b934-1e33-48e6-90dc-333bfce216af,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_c3a43b6c-0f89-49e0-b12e-5778817d9bc5,high_value,afternoon,carrier_C,43.63,202,low,0,0,0,0,1
PackageID_560a1ad7-eef7-43ee-b5f3-11a9985084e0,high_value,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_10360de2-333b-4925-bda5-54ec31d022a1,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,0
PackageID_d52872fe-e3c8-4ebc-9129-0a252fb1b747,high_value,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_bcf3d1d9-661f-4ba9-9065-bf082777e0cc,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_72cb2278-eb61-43e1-96b3-e60320355cd5,high_value,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_6ceb0b6c-be6a-42e8-9e22-94627521f6f3,standard,afternoon,carrier_D,58.07,268,low,0,0,0,0,1
PackageID_1a01638e-0bac-42c9-8863-5913ae7e3c10,high_value,morning,carrier_B,80.6,196,low,0,0,0,0,1
PackageID_9c737e0d-e8d2-4859-81f6-11a853ddd355,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_432d2846-9667-4d76-b40d-3f9ae719ad00,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_a5e37c26-da29-41da-a2f1-fc51ee7bfc08,standard,afternoon,carrier_A,56.5,256,low,0,0,0,0,1
PackageID_7e63106d-631e-46d6-a5b5-8d259220de94,high_value,morning,carrier_D,30.45,245,low,0,0,0,0,0
PackageID_0b5411de-246f-4f5e-8c28-229271fbd87f,high_value,afternoon,carrier_A,45.69,241,low,0,0,0,0,1
PackageID_984e04f8-39ef-4309-b478-1a0b85fdec65,high_value,morning,carrier_B,70.17,216,low,0,0,0,0,1
PackageID_851a8c2e-56ca-43b1-b2f9-dd8c9cec0414,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_6504cb14-176e-4e31-9f8c-4a0086624b22,high_value,afternoon,carrier_C,40.37,268,low,0,0,0,0,1
PackageID_68a7fb70-f678-4218-9bcd-daa6f001acdd,standard,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_fd6b88bd-7255-40d6-a866-9786eb73a103,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_c37a4354-0a8e-4f51-ab48-2edd8d205014,high_value,afternoon,carrier_C,40.18,199,low,0,0,0,0,1
PackageID_671e03c5-dbbe-4ad5-82e4-34caed8ed649,high_value,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
PackageID_e7173a86-6a6d-4084-a05d-ddaa166d2cd8,standard,afternoon,carrier_A,25.93,211,low,0,0,0,0,1
PackageID_e1b6eedf-c2c1-4656-8f08-7a9f63a91f33,standard,afternoon,carrier_C,51.75,212,low,0,0,0,0,1
PackageID_e4e76af9-fe3f-4c6b-8a2a-7360a9e21bf0,standard,morning,carrier_D,30.45,245,low,0,0,0,0,1
PackageID_76205ee3-bd00-4503-a57e-f93e3b5f6dd6,high_value,afternoon,carrier_A,48.5,219,low,0,0,0,0,1
PackageID_123119b7-a7b4-4aa7-b270-8c6cc4cf9088,standard,afternoon,carrier_A,31.12,274,low,0,0,0,0,1
